"","ID","label","type","Defs","Pref","label.final","label.nospace"
"3424","obo.HAO_0000246","apical gonostyle/volsella complex-harpal muscle","class","The gonostyle/volsellal complex-harpal muscle that arises from the distolateral margin of the gonostyle/volsellal complex and inserts on the lateral wall of the harpe.","HAO","apical_gonostyle/volsella_complex-harpal_muscle","apical_gonostyle/volsella_complex-harpal_muscle"
"3425","obo.HAO_0001392","male genitalia muscle","class","The abdominal muscle that inserts on the male genitalia.","HAO","male_genitalia_muscle","male_genitalia_muscle"
"3426","obo.HAO_0000386","gonostipes","class","The sclerite that is located dorsolaterally on the gonostyle/volsella complex, is connected to the distal margin of the cupula, to the proximal margin of the harpe, and to the lateral margin of the volsella.","HAO","gonostipes","gonostipes"
"3427","obo.HAO_0000395","harpe","class","The sclerite that is located distally on the gonostyle/volsella complex and does not connected to the cupula and to the volsella by conjunctiva or muscles.","HAO","harpe","harpe"
"3428","obo.HAO_0000247","distal gonostipo-parossiculal muscle","class","The gonostyle/parossiculal muscle that arises distally of the lateral part of the gonostipes and inserts on the distal part of the parossiculus distally of the site of origin of the proximal gonostipo-parossiculal muscle.","HAO","distal_gonostipo-parossiculal_muscle","distal_gonostipo-parossiculal_muscle"
"3429","obo.HAO_0002041","gonostyle-parossiculal muscle","class","The muscle that arises ventromedially from the gonostyle, is proximomedially oriented, and inserts on the proximalmost sclerite of the volsella.","HAO","gonostyle-parossiculal_muscle","gonostyle-parossiculal_muscle"
"3430","obo.HAO_0000248","distal tarsal plantula","class","The tarsal plantula that arises distally on the tarsomere.","HAO","distal_tarsal_plantula","distal_tarsal_plantula"
"3431","obo.HAO_0000990","tarsal plantula","class","The projection that is median, membraneous and is located distally on the ventral margin of the tarsomere.","HAO","tarsal_plantula","tarsal_plantula"
"3432","obo.HAO_0000249","distivolsellar apodeme","class","The apodeme that is located distally on the parossiculus and is the site of insertion of the gonostyle/volsella complex-gonostyle muscle.","HAO","distivolsellar_apodeme","distivolsellar_apodeme"
"3433","obo.HAO_0000250","distodorsal gonostyle/volsella complex-penisvalval muscle","class","The dorsal gonostyle/volsella complex-penisvalval muscle that arises distodorsally from the gonostyle volsella complex and inserts on the proximal region of the penisvalva.","HAO","distodorsal_gonostyle/volsella_complex-penisvalval_muscle","distodorsal_gonostyle/volsella_complex-penisvalval_muscle"
"3434","obo.HAO_0000707","penisvalva","class","The sclerite that is in the middle of the external male genitalia, surrounds the distal part of the ductus ejaculatorius and the endophallus.","HAO","penisvalva","penisvalva"
"3435","obo.HAO_0000251","distoventral gonostyle/volsella complex-penisvalval muscle","class","The ventral gonostyle/volsella complex-penisvalval muscle that arises from the proximoventral part of the gonostyle/volsella complex, inserts medially on the penisvalva and is oriented distodorsally.","HAO","distoventral_gonostyle/volsella_complex-penisvalval_muscle","distoventral_gonostyle/volsella_complex-penisvalval_muscle"
"3436","obo.HAO_0002052","ventral gonostyle/volsella complex-penisvalval muscle","class","The penisvalval muscle that arises ventrally from the gonostyle/volsella complex.","HAO","ventral_gonostyle/volsella_complex-penisvalval_muscle","ventral_gonostyle/volsella_complex-penisvalval_muscle"
"3437","obo.HAO_0000252","dorsal axillar area","class","The area that is located medially on the axilla and is delimited laterally by the axillar carina and posteromedially by scutoscutellar sulcus.","HAO","dorsal_axillar_area","dorsal_axillar_area"
"3438","obo.HAO_0000253","dorsal cibarial dilatator muscle","class","na","HAO","dorsal_cibarial_dilatator_muscle","dorsal_cibarial_dilatator_muscle"
"3439","obo.HAO_0000254","dorsal incision of the pronotum","class","The notch that is located submedially on the dorsal margin of the pronotum and fits with the anterior extension of the preaxilla.","HAO","dorsal_incision_of_the_pronotum","dorsal_incision_of_the_pronotum"
"3440","obo.HAO_0000255","dorsal mesofurco-profurcal muscle","class","The profurcal muscle that originates from the lateral part of the lateral mesofurcal arm and inserts on the posterior surface of the posterior profurcal lamella.","HAO","dorsal_mesofurco-profurcal_muscle","dorsal_mesofurco-profurcal_muscle"
"3441","obo.HAO_0000256","dorsal mesometapleural carina","class","The carina that extends along the dorsal margin of the mesometapleuron.","HAO","dorsal_mesometapleural_carina","dorsal_mesometapleural_carina"
"3442","obo.HAO_0000555","mesometapleuron","class","The sclerite that is comprised of the fused meso- and metapleura.","HAO","mesometapleuron","mesometapleuron"
"3443","obo.HAO_0000257","dorsal mesopleural inflection","class","The inflection that extends along the dorsal margin of the mesopleuron anterior to the subalar pit and articulates with the second axillary sclerite.","HAO","dorsal_mesopleural_inflection","dorsal_mesopleural_inflection"
"3444","obo.HAO_0000258","dorsal mesopostnotal flange","class","The area that is more heavily sclerotised than surrounding areas, traverse the mesopostnotum, unites laterally with the dorsal mesopostnotal flange, continuous laterally with the laterophragma and dorsally (anteriorly) with the pseudophragma and is located anterior to the ventral mesopostnotal flange.","HAO","dorsal_mesopostnotal_flange","dorsal_mesopostnotal_flange"
"3445","obo.HAO_0000567","mesopostnotum","class","The sclerite that bears the mesophragma and the mesolaterophragma.","HAO","mesopostnotum","mesopostnotum"
"3446","obo.HAO_0000259","dorsal mesopostnotal incision","class","The notch that is situated medially on the dorsal margin of the mesopostnotum.","HAO","dorsal_mesopostnotal_incision","dorsal_mesopostnotal_incision"
"3447","obo.HAO_0000260","dorsal metafurcal lamella","class","The ridge that extends along the lateral metafurcal arm and corresponds to the site of origin of the metafurco-second abdominal sternal muscle.","HAO","dorsal_metafurcal_lamella","dorsal_metafurcal_lamella"
"3448","obo.HAO_0000593","metafurcal arm","class","The apodeme that arises ventromedially form the metapectus, extends towards the metapleural apodeme and corresponds to the site of origin of metacoxal and metatrochanteral muscles.","HAO","metafurcal_arm","metafurcal_arm"
"3449","obo.HAO_0000261","dorsal metapleural area","class","The area that is delimited posterodorsally by the metapleural carina and anteroventrally by the metapleural sulcus.","HAO","dorsal_metapleural_area","dorsal_metapleural_area"
"3450","obo.HAO_0000621","metapleuron","class","The area of the metapectal-propodeal complex that is located laterally of the metadiscrimen.","HAO","metapleuron","metapleuron"
"3451","obo.HAO_0000262","dorsal pharyngeal dilatator","class","The pharyngeal muscle that arises on the inner proximal surface of the upper face, laterally to the origin of the anterior fronto-labral muscle, but mesally to the posterior fronto-labral muscle.","HAO","dorsal_pharyngeal_dilatator","dorsal_pharyngeal_dilatator"
"3452","obo.HAO_0001108","pharyngeal muscle","class","The head muscle that inserts on the pharynx.","HAO","pharyngeal_muscle","pharyngeal_muscle"
"3453","obo.HAO_0001739","pharyngeal wall","class","The area that is anterior on the foregut and that is situated posterior to the cibarium.","HAO","pharyngeal_wall","pharyngeal_wall"
"3454","obo.HAO_0000263","dorsal plate","class","na","HAO","dorsal_plate","dorsal_plate"
"3455","obo.HAO_0000264","dorsal premental adductor","class","The tentorio-labial muscle that arises from the cranium and inserts distally on the labium adjacent to the level of the salivary orifice.","HAO","dorsal_premental_adductor","dorsal_premental_adductor"
"3456","obo.HAO_0001001","tentorio-labial muscle","class","The labial muscle that arises from the cranium and inserts on the labium.","HAO","tentorio-labial_muscle","tentorio-labial_muscle"
"3457","obo.HAO_0000804","prementum","class","The sclerite that is median, is connected via conjunctiva along its proximolateral margins to the stipites, is articulated with the labial palps, is continuous along its distal margin with the ligula and distolateral margins with the distal hypopharynx and receives the site of attachments of the extrinsic labial palp muscles.","HAO","prementum","prementum"
"3458","obo.HAO_0000997","tentorial arm","class","The apodeme that extends between the posterior tentorial pit and the anterior tentorial pit.","HAO","tentorial_arm","tentorial_arm"
"3459","obo.HAO_0000265","dorsal profurcal lamella","class","The ridge that extends dorsally on the profurcal arm and corresponds to the site of origin of the dorsal and ventral profurco-postoccipital muscles.","HAO","dorsal_profurcal_lamella","dorsal_profurcal_lamella"
"3460","obo.HAO_0000266","dorsal profurco-postoccipital muscle","class","The postoccipital muscle that arises from the dorsal part of the lateral area of the dorsal profurcal lamella and inserts on the postocciput.","HAO","dorsal_profurco-postoccipital_muscle","dorsal_profurco-postoccipital_muscle"
"3461","obo.HAO_0001892","profurco-postoccipital muscle","class","The muscle that arises from the profurca and inserts on the postocciput.","HAO","profurco-postoccipital_muscle","profurco-postoccipital_muscle"
"3462","obo.HAO_0000790","postocciput","class","The area that is delimited by the postoccipital sulcus or postoccipital carina and the occipital foramen and bears the propleural fossa of the cranium.","HAO","postocciput","postocciput"
"3463","obo.HAO_0000267","dorsal pronotal area","class","The area that is delimited ventrally by the pronotal suprahumeral sulcus and corresponds to the site of origin of the pronoto-procoxal, pronoto-postoccipital, pronoto-laterocervical and the pronoto-propleural muscles.","HAO","dorsal_pronotal_area","dorsal_pronotal_area"
"3464","obo.HAO_0000268","dorsal pronotal corner","class","The corner that is located submedially on the dorsal margin of the pronotum and that is adjacent to the anterolateral mesoscutal corner.","HAO","dorsal_pronotal_corner","dorsal_pronotal_corner"
"3465","obo.HAO_0000269","dorsal pronotal inflection","class","The inflection that extends along the dorsal margin of the pronotum and supports the anterior inflection of the mesoscutum.","HAO","dorsal_pronotal_inflection","dorsal_pronotal_inflection"
"3466","obo.HAO_0000270","dorsal propleural area","class","The area that is located posterodorsally of the well-sclerotized lateral propleural area and usually differs from it in sculpture.","HAO","dorsal_propleural_area","dorsal_propleural_area"
"3467","obo.HAO_0000271","dorsal propleural ridge","class","The ridge that is marginal or submarginal, extends along the dorsal margin of the propleuron and corresponds to the site of origin of the lateral propleuro-postoccipital muscle.","HAO","dorsal_propleural_ridge","dorsal_propleural_ridge"
"3468","obo.HAO_0000272","dorsal propodeal inflection","class","The inflection that extends along the dorsal margin of the propodeum and accommodates the metanotum.","HAO","dorsal_propodeal_inflection","dorsal_propodeal_inflection"
"3469","obo.HAO_0000273","dorsal rod","class","The sclerite that is located dorsally between the penisvalvae.","HAO","dorsal_rod","dorsal_rod"
"3470","obo.HAO_0000274","dorsal premento-salivarial muscle","class","The salivarial muscle that inserts proximodorsally on the salivary duct.","HAO","dorsal_premento-salivarial_muscle","dorsal_premento-salivarial_muscle"
"3471","obo.HAO_0001110","salivarial muscle","class","The head muscle that inserts on the dorsal wall of the salivarium or the salivarial sclerite.","HAO","salivarial_muscle","salivarial_muscle"
"3472","obo.HAO_0001573","dorsal salivarial wall","class","The conjunctiva that extends dorsally of the salivarial sclerite between the distal boundary of the salivary duct and the salivary orifice. The dorsal premento-salivarial muscle inserts on the dorsal salivarial wall.","HAO","dorsal_salivarial_wall","dorsal_salivarial_wall"
"3473","obo.HAO_0000275","dorsal tentorial arm","class","The apodeme that arises anterodorsally from the anterior tentorial arm and extends to the anterior wall of the cranium.","HAO","dorsal_tentorial_arm","dorsal_tentorial_arm"
"3474","obo.HAO_0001454","anterior tentorial arm","class","The apodeme that extends between the anterior tentorial pit and the tentorial bridge.","HAO","anterior_tentorial_arm","anterior_tentorial_arm"
"3475","obo.HAO_0000276","dorsal tooth of mandible","class","The apical tooth of mandible that is located closest to the clypeus.","HAO","dorsal_tooth_of_mandible","dorsal_tooth_of_mandible"
"3476","obo.HAO_0001972","apical tooth of mandible","class","The tooth that is located apically on the external margin of the mandible.","HAO","apical_tooth_of_mandible","apical_tooth_of_mandible"
"3477","obo.HAO_0000277","dorso-pleural line","class","The anatomical line that is located between the dorsum and the pleuron.","HAO","dorso-pleural_line","dorso-pleural_line"
"3478","obo.HAO_0000278","dorsolateral cupulo-gonostyle/volsella complex muscle","class","The cupulo-gonostyle/volsella complex muscle that arises from the dorsolateral part of the cupula, just laterally of the site of origin of the dorsomedian cupulo-gonostipal muscle, and inserts on the dorsolateral part of the gonostipes.","HAO","dorsolateral_cupulo-gonostyle/volsella_complex_muscle","dorsolateral_cupulo-gonostyle/volsella_complex_muscle"
"3479","obo.HAO_0002038","cupulo-gonostyle/volsella complex muscle","class","The male genitalia muscle that arises from the cupula and inserts on the gonostyle/volsella complex.","HAO","cupulo-gonostyle/volsella_complex_muscle","cupulo-gonostyle/volsella_complex_muscle"
"3480","obo.HAO_0000279","dorsomedial cupulo-gonostyle/volsella complex muscle","class","The cupulo-gonostyle/volsella complex muscle that inserts medially on the dorsal region of the gonostyle/volsella complex.","HAO","dorsomedial_cupulo-gonostyle/volsella_complex_muscle","dorsomedial_cupulo-gonostyle/volsella_complex_muscle"
"3481","obo.HAO_0000505","male genitalia","class","The genitalia that is part of the male organism.","HAO","male_genitalia","male_genitalia"
"3482","obo.HAO_0000280","dorsope","class","The pit that is located at the proximal end of the dorsal carina on the abdominal tergum 2.","HAO","dorsope","dorsope"
"3483","obo.HAO_0000718","pit","class","The patch that is impressed and corresponds to an apophysis.","HAO","pit","pit"
"3484","obo.HAO_0000281","dorsum","class","The area of the segment that is dorsal.","HAO","dorsum","dorsum"
"3485","obo.HAO_0000282","duct","class","The cavitated compound organ that is canal-like, layered with epithelial cells and leads from an exocrine gland or organ.","HAO","duct","duct"
"3486","obo.HAO_0000283","ductus ejaculatorius","class","The duct(s) that is(are) connect vasa deferentia with endophallus and is(are) ectodermal in origin.","HAO","ductus_ejaculatorius","ductus_ejaculatorius"
"3487","obo.HAO_0000427","internal male genitalia","class","The compound organ that functions as producer and transporter of sperm, spermatophore and semen, composed of the testes, vas deferens, accessory glands and ductus ejaculatorius. Ecto- and mesodermal in origin.","HAO","internal_male_genitalia","internal_male_genitalia"
"3488","obo.HAO_0000284","ectophallus","class","The anatomical cluster that is composed of the sclerites and muscles of the external male genitalia.","HAO","ectophallus","ectophallus"
"3489","obo.HAO_0000286","egg","class",".","HAO","egg","egg"
"3490","obo.HAO_0000287","anellus","class","The flagellomere that is located proximally on the flagellum and lacks longitudinal sensilla.","HAO","anellus","anellus"
"3491","obo.HAO_0000288","empodium","class","na","HAO","empodium","empodium"
"3492","obo.HAO_0000289","encircling groove","class","The anatomical space that surrounds the plate-like structure in a multiporous plate sensillum.","HAO","encircling_groove","encircling_groove"
"3493","obo.HAO_0000290","endocuticle","class","The procuticle that is not tanned (sclerotised, proteins scarcely crosslinked) and located between the Schmidt\'s layer and the exocuticle.","HAO","endocuticle","endocuticle"
"3494","obo.HAO_0001313","procuticle","class","The cuticle that containes chitin fibrils and is located between the Schmidt\'s layer and the epicuticle.","HAO","procuticle","procuticle"
"3495","obo.HAO_0000291","endophallus","class","The conjunctiva that connects the gonopore with the penisvalvae.","HAO","endophallus","endophallus"
"3496","obo.HAO_0000293","epicnemial pit","class","The cuticular invagination that is located at the lateral end of the epicnemial carina.","HAO","epicnemial_pit","epicnemial_pit"
"3497","obo.HAO_0000294","epicnemium","class","The scrobe that is located anteroventrally on the mesopectus and accommodates the procoxa.","HAO","epicnemium","epicnemium"
"3498","obo.HAO_0000912","scrobe","class","The area that is impressed and is for the reception or concealment of another sclerite.","HAO","scrobe","scrobe"
"3499","obo.HAO_0000557","mesopectus","class","The sclerite that is U-shaped in cross section, connected anteriorly with the pronotum and the propectus, dorsally with the basalare, the mesonotum, the second axillary sclerite and the subalare, posteriorly with the metapectus and bears the mesodiscrimenal lamella and the mesofurca.","HAO","mesopectus","mesopectus"
"3500","obo.HAO_0000295","epicoxal lobe","class","The area that is located posteroventrally on the propleuron and is delimited anteriorly by the epicoxal sulcus.","HAO","epicoxal_lobe","epicoxal_lobe"
"3501","obo.HAO_0000296","epicoxal sulcus","class","The sulcus that is dorsal to the coxal foramen.","HAO","epicoxal_sulcus","epicoxal_sulcus"
"3502","obo.HAO_0000298","epidermis","class","The epithelium that is located in the integument and composed of epidermal cells.","HAO","epidermis","epidermis"
"3503","obo.HAO_0000299","epimeron","class","The area that is located on the pleuron and is delimited anteriorly by the pleural sulcus.","HAO","epimeron","epimeron"
"3504","obo.HAO_0000300","epipharyngeal wall","class","The conjunctiva that extends between the distal margin of the labrum and the proximal boundary of the cibarium.","HAO","epipharyngeal_wall","epipharyngeal_wall"
"3505","obo.HAO_0000809","preoral cavity","class","The anatomical cluster that includes the labrum, hypopharynx and labium.","HAO","preoral_cavity","preoral_cavity"
"3506","obo.HAO_0000301","epipharynx","class","The lobe that is located distally on the epipharyngeal wall.","HAO","epipharynx","epipharynx"
"3507","obo.HAO_0000302","epipygium","class","The flange that is located on abdominal tergum 10, between the cerci.","HAO","epipygium","epipygium"
"3508","obo.HAO_0000344","flange","class","The projection that is lamella-like and is located on a rim, carina, apodeme or edge.","HAO","flange","flange"
"3509","obo.HAO_0000304","epistomal declivity","class","The notch that is located on the ventral margin of the clypeus.","HAO","epistomal_declivity","epistomal_declivity"
"3510","obo.HAO_0000305","epistomal ridge","class","The ridge that corresponds to the epistomal sulcus.","HAO","epistomal_ridge","epistomal_ridge"
"3511","obo.HAO_0000306","epistomal sulcus","class","The sulcus that extends along the epistomal line.","HAO","epistomal_sulcus","epistomal_sulcus"
"3512","obo.HAO_0000307","epomial carina","class","The carina that is vertical, crosses the pronotum and separates the lateral pronotal area from the median pronotal area.","HAO","epomial_carina","epomial_carina"
"3513","obo.HAO_0000308","ergot","class","The apodeme that is lateral, located medially on the penisvalva and corresponds to the sites of insertion of the lateral and distoventral gonostyle/volsella complex-penisvalval muscle and the parossiculo-penisvalval muscles.","HAO","ergot","ergot"
"3514","obo.HAO_0001014","thoracic sternum","class","The sternum that is located on a thoracic segment.","HAO","thoracic_sternum","thoracic_sternum"
"3515","obo.HAO_0000310","evaporatorium","class","The area that is highly sculptured and surrounds the opening of a gland.","HAO","evaporatorium","evaporatorium"
"3516","obo.HAO_0000311","exocuticle","class","The procuticle that is tanned (sclerotised, proteins are highly crosslinked) and located between the endocuticle and epicuticle.","HAO","exocuticle","exocuticle"
"3517","obo.HAO_0000313","external paramera","class","The anatomical cluster that is composed of the gonostipites and volsellae.","HAO","external_paramera","external_paramera"
"3518","obo.HAO_0000314","premento-palpal muscle","class","The labial muscle that arises from the prementum and inserts on the first sclerite of the labial palp.","HAO","premento-palpal_muscle","premento-palpal_muscle"
"3519","obo.HAO_0001551","labial muscle","class","The head muscle that inserts on the labium.","HAO","labial_muscle","labial_muscle"
"3520","obo.HAO_0000450","labial palp","class","The anatomical structure that is distal to the proximal margin of the first sclerite of the labial palp.","HAO","labial_palp","labial_palp"
"3521","obo.HAO_0000315","exuvia","class","The cuticle that is discarded after a molt.","HAO","exuvia","exuvia"
"3522","obo.HAO_0000317","facial fovea","class","The area that is concave, narrow, often finely and densely pubescent and extends along the inner orbit.","HAO","facial_fovea","facial_fovea"
"3523","obo.HAO_0000318","facial orbit","class","The line that extends along the border of the eye and lower face.","HAO","facial_orbit","facial_orbit"
"3524","obo.HAO_0000672","orbit","class","The margin of the compound eye.","HAO","orbit","orbit"
"3525","obo.HAO_0000319","facial pit","class","The pit that overlaps with the facial apodeme.","HAO","facial_pit","facial_pit"
"3526","obo.HAO_0000320","facial sulcus","class","The sulcus that arises medially from the ventral margin of the median ocellus and extends towards the intertorular carina.","HAO","facial_sulcus","facial_sulcus"
"3527","obo.HAO_0000321","fascia","class","The band that is transverse and composed of setae in Apoidea.","HAO","fascia","fascia"
"3528","obo.HAO_0000322","felt field","class","The setiferous patch that is located sublaterally on an abdominal sternum.","HAO","felt_field","felt_field"
"3529","obo.HAO_0000323","felt line","class","The band that is composed of flattened setae and secretory pores and is located laterally on abdominal tergum 3.","HAO","felt_line","felt_line"
"3530","obo.HAO_0000374","genitalia","class","The anatomical system that is involved in copulation, fertilization and/or oviposition.","HAO","genitalia","genitalia"
"3531","obo.HAO_0000325","femoral depression","class","na","HAO","femoral_depression","femoral_depression"
"3532","obo.HAO_0000326","femoral groove","class","The scrobe that is located on the mesopleuron into which the mesofemur fits when pressed against the mesosoma.","HAO","femoral_groove","femoral_groove"
"3533","obo.HAO_0000327","femur","class","The leg segment that is distal to the trochanter and proximal to the tibia.","HAO","femur","femur"
"3534","obo.HAO_0000328","fibula ducti","class","The sclerite that is located in the proximal end of the unpaired part of the ductus ejaculatorius.","HAO","fibula_ducti","fibula_ducti"
"3535","obo.HAO_0000329","first abdominal spiracle","class","The abdominal spiracle that is the anteriormost in the body.","HAO","first_abdominal_spiracle","first_abdominal_spiracle"
"3536","obo.HAO_0001424","abdominal spiracle","class","The spiracle that has attachment for both an occlusor and a dilator muscle.","HAO","abdominal_spiracle","abdominal_spiracle"
"3537","obo.HAO_0000330","first axillary sclerite","class","The axillary sclerite that articulates with the mesonotum.","HAO","first_axillary_sclerite","first_axillary_sclerite"
"3538","obo.HAO_0000331","first median plate","class","The sclerite that is located between the second axillary and the distal arm of the third axillary at the base of the mediocubital field.","HAO","first_median_plate","first_median_plate"
"3539","obo.HAO_0000402","median complex","class","The anatomical cluster that is composed of median plates.","HAO","median_complex","median_complex"
"3540","obo.HAO_0000332","first mesopleuro-mesonotal muscle","class","The mesonotal muscle that arises ventrally from the mesopectus and inserts on the mesoscutum laterally of the notauli and medially of the parascutal carina.","HAO","first_mesopleuro-mesonotal_muscle","first_mesopleuro-mesonotal_muscle"
"3541","obo.HAO_0001790","mesonotal muscle","class","The thoracic muscle that inserts on the mesonotum.","HAO","mesonotal_muscle","mesonotal_muscle"
"3542","obo.HAO_0000556","mesonotum","class","The area that is limited anteriorly by the pronotum, laterally by the basalare, axillary sclerites, subalare and the mesopectus and posterolaterally by the mesopostnotum and the metanotum.","HAO","mesonotum","mesonotum"
"3543","obo.HAO_0000333","first phragmo-postoccipital muscle","class","The postoccipital muscle that originates from the first phragma and inserts on the postocciput.","HAO","first_phragmo-postoccipital_muscle","first_phragmo-postoccipital_muscle"
"3544","obo.HAO_0001109","postoccipital muscle","class","The head muscle that inserts on the postocciput.","HAO","postoccipital_muscle","postoccipital_muscle"
"3545","obo.HAO_0000855","prophragma","class","The phragma that extends along the anterior margin of the mesonotum.","HAO","prophragma","prophragma"
"3546","obo.HAO_0000334","first phragmo-propleural muscle","class","The propleural muscle that arises medially from the prophragma and inserts on the posterodorsal margin of the propleuron.","HAO","first_phragmo-propleural_muscle","first_phragmo-propleural_muscle"
"3547","obo.HAO_0001697","propleural muscle","class","The muscle that inserts on the propleuron.","HAO","propleural_muscle","propleural_muscle"
"3548","obo.HAO_0000335","first phragmo-second phragmal muscle","class","The mesophragmal muscle that extends between the prophragma and mesophragma.","HAO","first_phragmo-second_phragmal_muscle","first_phragmo-second_phragmal_muscle"
"3549","obo.HAO_0001792","mesophragmal muscle","class","The thoracic muscle that inserts on the mesophragma.","HAO","mesophragmal_muscle","mesophragmal_muscle"
"3550","obo.HAO_0000558","mesophragma","class","The phragma that extends along the ventral (posterior) margin of the ventral mesopostnotal flange and corresponds to the site of origin of the prophragmo-mesophragmal and the mesophragmo-metaphragmal muscles.","HAO","mesophragma","mesophragma"
"3551","obo.HAO_0000336","distal gonostyle/volsella complex-harpal muscle","class","The gonostyle/volsella complex-harpal muscle that inserts on the median wall of the harpe and arises distally of the site of origin of the proximal gonostyle/volsella complex-harpal muscle.","HAO","distal_gonostyle/volsella_complex-harpal_muscle","distal_gonostyle/volsella_complex-harpal_muscle"
"3552","obo.HAO_0002043","gonostyle/volsella complex-harpal muscle","class","The male genitalia muscle that arises from the gonostyle/volsella complex and inserts on the harpe.","HAO","gonostyle/volsella_complex-harpal_muscle","gonostyle/volsella_complex-harpal_muscle"
"3553","obo.HAO_0000337","first subdiscal","class","The wing cell that is located on the wing.","HAO","first_subdiscal","first_subdiscal"
"3554","obo.HAO_0000338","first valvifer","class","The area of the first valvifer-first valvula complex that is proximal to the aulax, bears the ninth tergal condyle of the first valvifer and the second valviferal condyle of the first valvifer and is connected to the genital membrane by muscle.","HAO","first_valvifer","first_valvifer"
"3555","obo.HAO_0002158","first valvifer-first valvula complex","class","The anatomical cluster that is composed of the sclerites that articulate with the ninth abdominal tergite and the second valvifer.","HAO","first_valvifer-first_valvula_complex","first_valvifer-first_valvula_complex"
"3556","obo.HAO_0000340","fissure","class","The line that secondarily divides a sclerite.","HAO","fissure","fissure"
"3557","obo.HAO_0000341","flabellum","class","The sclerite that is located at the apex of the glossa in Apoidea.","HAO","flabellum","flabellum"
"3558","obo.HAO_0000346","foramen genitale","class","The anatomical space that is surrounded by the proximal margin of the cupula.","HAO","foramen_genitale","foramen_genitale"
"3559","obo.HAO_0000347","occipital foramen","class","The foramen that is delimited dorsally by the postocciput.","HAO","occipital_foramen","occipital_foramen"
"3560","obo.HAO_0000348","fore coxa","class","na","HAO","fore_coxa","fore_coxa"
"3561","obo.HAO_0001089","wing","class","The appendage that is between the notum and the pectus and is connected to the body by the axillary sclerite muscles.","HAO","wing","wing"
"3562","obo.HAO_0000583","mesothorax","class","The thoracic segment that is located between the prothorax and the metathorax and is delimited by the mesopectus and the mesonotum.","HAO","mesothorax","mesothorax"
"3563","obo.HAO_0000352","forewing","class","na","HAO","forewing","forewing"
"3564","obo.HAO_0000354","frenal line","class","The line that is transverse, arched anteriorly and is continuous with the posterior margins of the mesoscutellar arms.","HAO","frenal_line","frenal_line"
"3565","obo.HAO_0000355","frenum","class","The area that is located posteriorly on the mesoscutellum and is delimited anteriorly by the frenal line.","HAO","frenum","frenum"
"3566","obo.HAO_0000356","frontal line","class","The line that is median and extending on the frons.","HAO","frontal_line","frontal_line"
"3567","obo.HAO_0000357","frontal orbit","class","The area that extends along the lateral margin of the upper face.","HAO","frontal_orbit","frontal_orbit"
"3568","obo.HAO_0000358","frontal patch","class","The setiferous patch that is located on the frons.","HAO","frontal_patch","frontal_patch"
"3569","obo.HAO_0000359","frontal scrobe","class","na","HAO","frontal_scrobe","frontal_scrobe"
"3570","obo.HAO_0000360","frontal suture","class","The suture that diverges ventrally (or anteriorly) from the coronal suture between the antennal foramina toward the anterior articulations of the mandibles.","HAO","frontal_suture","frontal_suture"
"3571","obo.HAO_0000361","functional mouth","class","The anatomical space that is delimited posteriorly by the distal part of the sitophore and anteriorly by the tormae.","HAO","functional_mouth","functional_mouth"
"3572","obo.HAO_0000362","funicle","class","The anatomical cluster that is composed of flagellomeres located between the pedicel and clava or the distalmost anellus and clava.","HAO","funicle","funicle"
"3573","obo.HAO_0000363","funicle segment","class","The annulus that is located in the funicle.","HAO","funicle_segment","funicle_segment"
"3574","obo.HAO_0000364","furca","class","The apodeme that arises medially from the ventral part of the thorax and corresponds to the site of origin of interfurcal and coxal muscles.","HAO","furca","furca"
"3575","obo.HAO_0000365","furcal arm","class","The furca that is paired, arises medioventrally from the sternum and corresponds to the furcal pit.","HAO","furcal_arm","furcal_arm"
"3576","obo.HAO_0000366","furcal pit","class","The pit that corresponds to the furca.","HAO","furcal_pit","furcal_pit"
"3577","obo.HAO_0000367","furcasternum","class","The area that is located posteriorly on the prosternum and bears the profurca.","HAO","furcasternum","furcasternum"
"3578","obo.HAO_0000368","galea","class","The lobe that is located on the stipes at the distal part of the posterior stipital sclerite distolateral to the lacinia.","HAO","galea","galea"
"3579","obo.HAO_0000369","gaster","class","The anatomical cluster that is composed of all abdominal segments posterior to abdominal segment 2.","HAO","gaster","gaster"
"3580","obo.HAO_0000370","gastrocoelus","class","The area that is concave, transverse, and located anterolaterally on abdominal tergum 3.","HAO","gastrocoelus","gastrocoelus"
"3581","obo.HAO_0000372","genal bridge","class","na","HAO","genal_bridge","genal_bridge"
"3582","obo.HAO_0000373","genal patch","class","The setiferous patch that is located on the gena.","HAO","genal_patch","genal_patch"
"3583","obo.HAO_0000453","labium","class","The appendage that is encircled by the area that is proximally delimited by the lateral margins of the cardo and the posterior stipital sclerite laterally, and the anatomical line that is tangential to the salivary duct and traverses the salivary orifice anteriorly.","HAO","labium","labium"
"3584","obo.HAO_0000377","premento-glossal muscle","class","The labial muscle that arises on the ventral part of the prementum, laterally to the ventral premento-salivarial muscle and inserts on the anterior glossal plate.","HAO","premento-glossal_muscle","premento-glossal_muscle"
"3585","obo.HAO_0000378","glymma","class","The groove that is located between the spiracle and the anterior margin of abdominal tergum 2.","HAO","glymma","glymma"
"3586","obo.HAO_0000379","gonad","class","The compound organ that makes gametes.","HAO","gonad","gonad"
